
(12 rows affected)
TABLE_NAME|pos|COLUMN_NAME|tipo|nul
SIG_PAAC_ITEM|24|MES_12|numeric|YES
SIG_PAAC_ITEM|25|CANTIDAD|numeric|YES
SIG_PAAC_ITEM|26|UNIDAD_MEDIDA|numeric|YES
SIG_PAAC_ITEM|27|FECHA_PRECIO|datetime|YES
SIG_PAAC_ITEM|28|MONEDA|varchar(6)|YES
SIG_PAAC_ITEM|29|TIPO_CAMBIO|numeric|YES
SIG_PAAC_ITEM|30|PRECIO_UNIT|numeric|YES
SIG_PAAC_ITEM|31|VALOR|numeric|YES
SIG_PAAC_ITEM|32|PRECIO_MONEDA|numeric|YES
SIG_PAAC_ITEM|33|VALOR_MONEDA|numeric|YES
SIG_PAAC_ITEM|34|CANTIDAD_USO|numeric|YES
SIG_PAAC_ITEM|35|UNIDAD_USO|numeric|YES
SIG_PAAC_ITEM|36|PRECIO_USO|numeric|YES
SIG_PAAC_ITEM|37|FACTOR_UNIDAD|numeric|YES
SIG_PAAC_ITEM|38|PRESENTACION|numeric|YES
SIG_PAAC_ITEM|39|FECHA_REG|datetime|YES
SIG_PAAC_ITEM|40|CUSER_ID|varchar(30)|YES
SIG_PAAC_ITEM|41|EQUIPO_REG|varchar(20)|YES
SIG_PAAC_ITEM|42|indicador|varchar(1)|YES
SIG_PAAC_ITEM|43|SECUENCIA|numeric|YES
SIG_PAAC_ITEM|44|MONTO_CRITERIO|numeric|YES
SIG_PAAC_ITEM|45|OBSERVACION|varchar(255)|YES
SIG_PAAC_ITEM|46|UNIDAD_MEDIDA_OSCE|numeric|YES
SIG_PAAC_ITEM|47|GRUPO_BIEN_OSCE|varchar(2)|YES
SIG_PAAC_ITEM|48|ITEM_BIEN_OSCE|varchar(8)|YES
SIG_PAAC_ITEM|49|SEC_KIT|numeric|YES

(430 rows affected)
